"Matricula","Periodo","Periodo_Curso","P1","P2","LP1","IC","LP2","Discreta","Eda","Leda","Grafos","TC"
"B14280",2011.2,2,0,0,0,0,0,44,0,0,0,0
"B14280",2011.2,3,0,0,0,0,0,0,52,51,0,0
"B14280",2012.1,2,0,0,0,0,0,14,0,0,0,0
"B14284",2012.2,1,200,0,200,50,0,0,0,0,0,0
"B14284",2013.1,1,78,0,78,0,0,0,0,0,0,0
"B14284",2013.1,2,0,0,0,0,0,20,0,0,0,0
"B14284",2013.2,2,0,57,0,0,43,32,0,0,50,0
"B14284",2014.1,2,0,0,0,0,70,55,0,0,0,0
"B14284",2014.1,3,0,0,0,0,0,0,53,60,0,0
"B14287",2013.2,1,200,0,200,200,0,0,0,0,0,0
"B14339",2014.1,1,100,0,100,100,0,0,0,0,0,0
"B14342",2010.2,1,33,0,24,50,0,0,0,0,0,0
"B14342",2011.1,1,29,0,38,0,0,0,0,0,0,0
"B14342",2011.2,1,58,0,59,0,0,0,0,0,0,0
"B14342",2012.1,2,0,26,0,0,20,40,0,0,34,0
"B14383",2011.1,1,85,0,84,89,0,0,0,0,0,0
"B14383",2011.2,2,0,91,0,0,82,81,0,0,91,0
"B14383",2012.1,3,0,0,0,0,0,0,70,73,0,70
"B14385",2013.1,1,50,0,50,77,0,0,0,0,0,0
"B14385",2013.2,2,0,70,0,0,73,72,0,0,75,0
"B14385",2014.1,3,0,0,0,0,0,0,50,33,0,70
"B1441",2012.2,1,93,0,93,78,0,0,0,0,0,0
"B1441",2013.1,2,0,77,0,0,83,62,0,0,95,0
"B1441",2013.2,3,0,0,0,0,0,0,70,43,0,59
"B1441",2014.1,3,0,0,0,0,0,0,0,70,0,0
"B14415",2009.2,1,68,0,70,70,0,0,0,0,0,0
"B14415",2010.1,2,0,44,0,0,51,0,0,0,62,0
"B14415",2010.2,2,0,54,0,0,0,0,0,0,0,0
"B14415",2011.1,3,0,0,0,0,0,0,23,52,0,0
"B14431",2013.1,1,62,0,62,75,0,0,0,0,0,0
"B14431",2013.2,2,0,53,0,0,60,32,0,0,70,0
"B14431",2014.1,2,0,0,0,0,0,77,0,0,0,0
"B14431",2014.1,3,0,0,0,0,0,0,72,61,0,0
"B14460",2014.1,1,39,0,39,71,0,0,0,0,0,0
"B14461",2010.1,1,56,0,70,82,0,0,0,0,0,0
"B14461",2010.2,2,0,78,0,0,76,0,0,0,70,0
"B14461",2011.1,2,0,0,0,0,0,81,0,0,0,0
"B14461",2011.1,3,0,0,0,0,0,0,71,74,0,0
"B14461",2011.2,3,0,0,0,0,0,0,0,0,0,80
"B14468",2009.1,1,62,0,58,83,0,0,0,0,0,0
"B14468",2009.2,2,0,74,0,0,74,64,0,0,61,0
"B14468",2010.1,3,0,0,0,0,0,0,64,76,0,50
"B14469",2010.2,1,24,0,18,50,0,0,0,0,0,0
"B14469",2011.1,1,64,0,64,0,0,0,0,0,0,0
"B14469",2011.2,2,0,200,0,0,200,200,0,0,200,0
"B14474",2012.2,1,95,0,95,88,0,0,0,0,0,0
"B14474",2013.1,2,0,85,0,0,86,53,0,0,89,0
"B14474",2013.2,3,0,0,0,0,0,0,77,74,0,70
"B14475",2009.2,1,80,0,90,72,0,0,0,0,0,0
"B14475",2010.1,2,0,86,0,0,92,84,0,0,75,0
"B14475",2010.2,3,0,0,0,0,0,0,85,98,0,87
"B1448",2007.1,1,200,0,200,200,0,0,0,0,0,0
"B1449",2004.1,1,89,0,86,98,0,0,0,0,0,0
"B1449",2004.2,2,0,87,0,0,85,98,0,0,72,0
"B1449",2005.1,3,0,0,0,0,0,0,88,85,0,98
"B14528",2014.1,1,72,0,72,86,0,0,0,0,0,0
"B1453",2008.1,1,84,0,94,81,0,0,0,0,0,0
"B1453",2008.1,2,0,0,0,0,0,65,0,0,0,0
"B1453",2008.2,2,0,89,0,0,85,0,0,0,86,0
"B1453",2009.1,3,0,0,0,0,0,0,71,89,0,62
"B1454",2012.1,1,69,0,70,84,0,0,0,0,0,0
"B1454",2012.2,2,0,73,0,0,75,55,0,0,83,0
"B1454",2013.1,3,0,0,0,0,0,0,70,73,0,50
"B14556",2006.2,1,200,0,200,75,0,0,0,0,0,0
"B14556",2007.1,1,54,0,58,0,0,0,0,0,0,0
"B14556",2007.2,2,0,70,0,0,89,19,0,0,53,0
"B14556",2008.1,2,0,0,0,0,0,54,0,0,0,0
"B14556",2008.1,3,0,0,0,0,0,0,200,200,0,0
"B14556",2008.2,3,0,0,0,0,0,0,50,65,0,30
"B14556",2009.1,3,0,0,0,0,0,0,0,0,0,58
"B1456",2007.2,1,7,0,200,200,0,0,0,0,0,0
"B1457",2004.2,1,29,0,34,76,0,0,0,0,0,0
"B1457",2005.1,1,74,0,74,0,0,0,0,0,0,0
"B1457",2005.2,2,0,70,0,0,83,64,0,0,70,0
"B1457",2006.1,3,0,0,0,0,0,0,50,70,0,72
"B1459",2003.2,1,75,0,88,88,0,0,0,0,0,0
"B1459",2004.1,2,0,44,0,0,46,51,0,0,70,0
"B1459",2004.2,2,0,60,0,0,78,0,0,0,0,0
"B1459",2004.2,3,0,0,0,0,0,0,0,0,0,9
"B1459",2005.1,3,0,0,0,0,0,0,60,52,0,35
"B1459",2005.2,3,0,0,0,0,0,0,0,0,0,51
"B14656",2011.2,1,75,0,75,75,0,0,0,0,0,0
"B14656",2012.1,2,0,50,0,0,37,0,0,0,73,0
"B14656",2012.2,2,0,0,0,0,71,28,0,0,0,0
"B14656",2012.2,3,0,0,0,0,0,0,0,0,0,200
"B14656",2013.1,2,0,0,0,0,0,50,0,0,0,0
"B14656",2013.1,3,0,0,0,0,0,0,51,52,0,0
"B14656",2013.2,3,0,0,0,0,0,0,0,0,0,200
"B14664",2004.1,1,90,0,76,81,0,0,0,0,0,0
"B14664",2004.2,2,0,76,0,0,82,76,0,0,73,0
"B14664",2005.1,3,0,0,0,0,0,0,85,80,0,76
"B14666",2008.1,1,70,0,56,91,0,0,0,0,0,0
"B14666",2008.2,2,0,71,0,0,93,88,0,0,64,0
"B14666",2009.1,3,0,0,0,0,0,0,50,76,0,60
"B14667",2002.1,1,71,0,81,87,0,0,0,0,0,0
"B14667",2002.2,2,0,55,0,0,80,58,0,0,78,0
"B14667",2003.1,3,0,0,0,0,0,0,60,70,0,70
"B14668",2013.1,1,83,0,84,81,0,0,0,0,0,0
"B14668",2013.2,2,0,86,0,0,80,87,0,0,77,0
"B14668",2014.1,3,0,0,0,0,0,0,52,53,0,68
"B14671",2007.2,1,70,0,82,90,0,0,0,0,0,0
"B14671",2008.1,2,0,74,0,0,93,25,0,0,56,0
"B14671",2008.2,2,0,0,0,0,0,60,0,0,0,0
"B14671",2008.2,3,0,0,0,0,0,0,57,82,0,0
"B14671",2009.1,3,0,0,0,0,0,0,0,0,0,27
"B14671",2009.2,3,0,0,0,0,0,0,0,0,0,71
"B14672",2004.2,1,35,0,45,50,0,0,0,0,0,0
"B14672",2005.1,1,13,0,25,0,0,0,0,0,0,0
"B14672",2005.2,1,23,0,30,0,0,0,0,0,0,0
"B14674",2002.2,1,57,0,70,92,0,0,0,0,0,0
"B14674",2003.1,2,0,15,0,0,61,0,0,0,0,0
"B14674",2003.2,2,0,34,0,0,0,200,0,0,200,0
"B14674",2004.1,2,0,39,0,0,0,70,0,0,61,0
"B14674",2005.1,2,0,60,0,0,0,0,0,0,0,0
"B14674",2005.1,3,0,0,0,0,0,0,0,0,0,18
"B14674",2005.2,3,0,0,0,0,0,0,51,51,0,50
"B14675",2009.2,1,15,0,10,31,0,0,0,0,0,0
"B14675",2010.1,1,200,0,200,26,0,0,0,0,0,0
"B14808",2013.2,1,0,0,0,92,0,0,0,0,0,0
"B14808",2014.1,2,0,0,0,0,0,200,0,0,200,0
"B14824",2005.1,1,92,0,80,88,0,0,0,0,0,0
"B14824",2005.2,2,0,86,0,0,93,78,0,0,76,0
"B14824",2006.1,3,0,0,0,0,0,0,79,88,0,76
"B14826",2009.1,1,73,0,59,92,0,0,0,0,0,0
"B14826",2009.2,2,0,71,0,0,80,57,0,0,69,0
"B14826",2010.1,3,0,0,0,0,0,0,56,79,0,0
"B14829",2010.2,1,76,0,78,86,0,0,0,0,0,0
"B14829",2011.1,2,0,80,0,0,72,79,0,0,90,0
"B14829",2011.2,3,0,0,0,0,0,0,74,79,0,0
"B14829",2013.2,3,0,0,0,0,0,0,0,0,0,84
"B14832",2011.2,1,32,0,31,44,0,0,0,0,0,0
"B14832",2012.1,1,55,0,56,51,0,0,0,0,0,0
"B14832",2012.1,2,0,0,0,0,0,200,0,0,0,0
"B14835",2013.2,1,50,0,50,42,0,0,0,0,0,0
"B14835",2014.1,1,0,0,0,61,0,0,0,0,0,0
"B14835",2014.1,2,0,0,0,0,0,200,0,0,200,0
"B14894",2008.1,1,83,0,88,86,0,0,0,0,0,0
"B14894",2008.2,2,0,96,0,0,95,88,0,0,84,0
"B14894",2009.1,3,0,0,0,0,0,0,81,93,0,92
"B14914",2008.2,1,91,0,88,98,0,0,0,0,0,0
"B14914",2009.1,2,0,90,0,0,91,76,0,0,89,0
"B14914",2009.2,3,0,0,0,0,0,0,78,93,0,89
"B14953",2006.2,1,200,0,200,64,0,0,0,0,0,0
"B14953",2007.1,1,200,0,4,0,0,0,0,0,0,0
"B14953",2007.2,1,25,0,34,0,0,0,0,0,0,0
"B14953",2008.1,1,17,0,5,0,0,0,0,0,0,0
"B14953",2008.1,2,0,0,0,0,0,200,0,0,0,0
"B14953",2008.2,1,98,0,74,0,0,0,0,0,0,0
"B14953",2008.2,2,0,0,0,0,0,200,0,0,0,0
"B14953",2009.1,2,0,79,0,0,74,50,0,0,55,0
"B14953",2009.2,3,0,0,0,0,0,0,2,4,0,23
"B14953",2010.1,3,0,0,0,0,0,0,50,29,0,0
"B14999",2012.2,1,71,0,71,75,0,0,0,0,0,0
"B14999",2013.1,2,0,75,0,0,73,0,0,0,73,0
"B14999",2013.2,2,0,0,0,0,0,51,0,0,0,0
"B14999",2013.2,3,0,0,0,0,0,0,72,68,0,0
"B15026",2014.1,1,79,0,79,79,0,0,0,0,0,0
"B15027",2010.1,1,70,0,74,91,0,0,0,0,0,0
"B15027",2010.2,2,0,94,0,0,88,76,0,0,52,0
"B15027",2011.1,3,0,0,0,0,0,0,55,83,0,50
"B15031",2009.1,1,56,0,71,73,0,0,0,0,0,0
"B15031",2009.2,2,0,200,0,0,200,0,0,0,200,0
"B15033",2013.1,1,52,0,52,77,0,0,0,0,0,0
"B15033",2013.2,2,0,6,0,0,3,200,0,0,32,0
"B15035",2010.2,1,83,0,88,80,0,0,0,0,0,0
"B15035",2011.1,2,0,80,0,0,82,59,0,0,73,0
"B15035",2011.2,3,0,0,0,0,0,0,53,71,0,60
"B15086",2014.1,1,81,0,81,73,0,0,0,0,0,0
"B15102",2012.2,1,70,0,70,56,0,0,0,0,0,0
"B15102",2013.1,2,0,200,0,0,200,23,0,0,200,0
"B15102",2013.2,2,0,25,0,0,35,21,0,0,50,0
"B15102",2014.1,2,0,70,0,0,71,43,0,0,0,0
"B15122",2006.2,1,61,0,66,80,0,0,0,0,0,0
"B15122",2007.1,2,0,70,0,0,89,0,0,0,57,0
"B15122",2007.2,3,0,0,0,0,0,0,0,0,0,28
"B15122",2008.1,3,0,0,0,0,0,0,0,0,0,50
"B15122",2008.2,3,0,0,0,0,0,0,200,200,0,0
"B15124",2010.1,1,50,0,70,74,0,0,0,0,0,0
"B15124",2010.2,2,0,71,0,0,76,42,0,0,0,0
"B15160",2011.2,1,86,0,87,77,0,0,0,0,0,0
"B15160",2012.1,2,0,89,0,0,84,76,0,0,72,0
"B15160",2012.2,3,0,0,0,0,0,0,76,87,0,0
"B15160",2013.1,3,0,0,0,0,0,0,0,0,0,70
"B15331",2011.2,1,83,0,84,76,0,0,0,0,0,0
"B15331",2012.1,2,0,79,0,0,77,70,0,0,85,0
"B15331",2012.2,3,0,0,0,0,0,0,63,75,0,58
"B15348",2006.1,1,19,0,200,72,0,0,0,0,0,0
"B15348",2006.2,1,33,0,36,0,0,0,0,0,0,0
"B15348",2007.1,1,81,0,80,0,0,0,0,0,0,0
"B15348",2007.2,2,0,83,0,0,90,19,0,0,72,0
"B15348",2008.1,2,0,0,0,0,0,24,0,0,0,0
"B15348",2008.2,2,0,0,0,0,0,56,0,0,0,0
"B15348",2008.2,3,0,0,0,0,0,0,42,70,0,0
"B15357",2013.2,1,50,0,50,72,0,0,0,0,0,0
"B15357",2014.1,2,0,200,0,0,6,25,0,0,62,0
"B1541",2014.1,1,24,0,24,39,0,0,0,0,0,0
"B15425",2002.2,1,90,0,92,72,0,0,0,0,0,0
"B15425",2003.1,2,0,90,0,0,86,0,0,0,54,0
"B15425",2003.2,2,0,0,0,0,0,72,0,0,0,0
"B15425",2004.1,3,0,0,0,0,0,0,73,78,0,0
"B15425",2004.2,3,0,0,0,0,0,0,0,0,0,50
"B15463",2007.1,1,90,0,90,90,0,0,0,0,0,0
"B15463",2007.2,2,0,84,0,0,89,78,0,0,76,0
"B15463",2008.1,3,0,0,0,0,0,0,73,90,0,76
"B15464",2004.1,1,80,0,93,0,0,0,0,0,0,0
"B15464",2004.2,2,0,73,0,0,83,0,0,0,0,0
"B15464",2004.2,3,0,0,0,0,0,0,0,0,0,53
"B15464",2005.1,3,0,0,0,0,0,0,72,74,0,0
"B15468",2008.1,1,58,0,50,71,0,0,0,0,0,0
"B15468",2008.2,2,0,51,0,0,79,0,0,0,61,0
"B15468",2009.1,2,0,0,0,0,0,72,0,0,0,0
"B15468",2009.1,3,0,0,0,0,0,0,9,23,0,0
"B15468",2009.2,3,0,0,0,0,0,0,34,38,0,40
"B15468",2010.1,3,0,0,0,0,0,0,0,0,0,24
"B15470",2003.1,1,70,0,95,91,0,0,0,0,0,0
"B15470",2003.2,2,0,84,0,0,87,76,0,0,80,0
"B15470",2004.1,3,0,0,0,0,0,0,40,74,0,83
"B15470",2004.2,3,0,0,0,0,0,0,50,0,0,0
"B15473",2007.2,1,50,0,50,82,0,0,0,0,0,0
"B15473",2008.1,2,0,78,0,0,89,33,0,0,82,0
"B15473",2008.2,2,0,0,0,0,0,70,0,0,0,0
"B15473",2008.2,3,0,0,0,0,0,0,55,77,0,0
"B15473",2009.1,3,0,0,0,0,0,0,0,0,0,55
"B15476",2009.2,1,24,0,19,56,0,0,0,0,0,0
"B15476",2010.1,1,28,0,50,0,0,0,0,0,0,0
"B15477",2003.2,1,58,0,62,75,0,0,0,0,0,0
"B15477",2004.1,2,0,42,0,0,50,74,0,0,52,0
"B15477",2004.2,2,0,33,0,0,0,0,0,0,0,0
"B15477",2004.2,3,0,0,0,0,0,0,0,0,0,31
"B15477",2005.1,2,0,73,0,0,0,0,0,0,0,0
"B15477",2005.1,3,0,0,0,0,0,0,0,0,0,61
"B15477",2005.2,3,0,0,0,0,0,0,50,50,0,0
"B155",2011.1,1,73,0,73,86,0,0,0,0,0,0
"B155",2011.2,2,0,71,0,0,28,45,0,0,78,0
"B155",2012.1,2,0,0,0,0,43,78,0,0,0,0
"B155",2012.2,2,0,0,0,0,71,0,0,0,0,0
"B1557",2010.1,1,200,0,200,62,0,0,0,0,0,0
"B1557",2010.2,1,200,0,200,0,0,0,0,0,0,0
"B1557",2011.1,1,62,0,63,0,0,0,0,0,0,0
"B1557",2012.1,2,0,200,0,0,200,0,0,0,200,0
"B15578",2011.2,1,70,0,72,82,0,0,0,0,0,0
"B15578",2012.1,2,0,32,0,0,28,50,0,0,59,0
"B15578",2012.2,2,0,61,0,0,51,0,0,0,0,0
"B15578",2012.2,3,0,0,0,0,0,0,0,0,0,13
"B15578",2013.1,3,0,0,0,0,0,0,0,0,0,26
"B15578",2013.2,3,0,0,0,0,0,0,37,27,0,50
"B15578",2014.1,3,0,0,0,0,0,0,53,56,0,0
"B15590",2013.1,1,50,0,50,83,0,0,0,0,0,0
"B15590",2013.2,2,0,58,0,0,56,38,0,0,35,0
"B15590",2014.1,2,0,0,0,0,0,52,0,0,200,0
"B15591",2010.1,1,70,0,72,70,0,0,0,0,0,0
"B15591",2010.2,2,0,80,0,0,61,0,0,0,0,0
"B15591",2011.1,2,0,0,0,0,0,67,0,0,75,0
"B15591",2011.2,3,0,0,0,0,0,0,31,200,0,50
"B15596",2006.1,1,61,0,62,92,0,0,0,0,0,0
"B15596",2006.2,2,0,87,0,0,90,61,0,0,78,0
"B15596",2007.1,3,0,0,0,0,0,0,93,93,0,59
"B15602",2012.2,1,54,0,54,62,0,0,0,0,0,0
"B15602",2013.1,2,0,34,0,0,27,43,0,0,73,0
"B15602",2013.2,2,0,81,0,0,73,74,0,0,0,0
"B15602",2014.1,3,0,0,0,0,0,0,38,31,0,23
"B1562",2011.1,1,65,0,65,71,0,0,0,0,0,0
"B1562",2011.2,2,0,3,0,0,1,28,0,0,0,0
"B1562",2012.1,2,0,74,0,0,50,0,0,0,53,0
"B1562",2012.2,2,0,0,0,0,0,200,0,0,0,0
"B1562",2012.2,3,0,0,0,0,0,0,200,200,0,0
"B15646",2013.1,1,30,0,31,70,0,0,0,0,0,0
"B15646",2013.2,1,70,0,70,0,0,0,0,0,0,0
"B15646",2013.2,2,0,0,0,0,0,25,0,0,0,0
"B15646",2014.1,2,0,65,0,0,76,54,0,0,53,0
"B1565",2005.1,1,73,0,87,87,0,0,0,0,0,0
"B1565",2005.2,2,0,89,0,0,97,81,0,0,90,0
"B1565",2006.1,3,0,0,0,0,0,0,89,97,0,91
"B1569",2009.1,1,50,0,51,85,0,0,0,0,0,0
"B1569",2009.2,2,0,71,0,0,82,58,0,0,54,0
"B1569",2010.1,3,0,0,0,0,0,0,68,75,0,62
"B1570",2006.1,1,58,0,58,76,0,0,0,0,0,0
"B1570",2006.2,2,0,66,0,0,74,28,0,0,52,0
"B1570",2007.1,2,0,0,0,0,0,71,0,0,0,0
"B1570",2007.1,3,0,0,0,0,0,0,45,75,0,0
"B1570",2007.2,3,0,0,0,0,0,0,54,0,0,38
"B1570",2008.1,3,0,0,0,0,0,0,0,0,0,54
"B15705",2011.1,1,86,0,87,88,0,0,0,0,0,0
"B15705",2011.2,2,0,78,0,0,68,70,0,0,90,0
"B15705",2012.1,3,0,0,0,0,0,0,70,76,0,80
"B15706",2012.1,1,70,0,70,70,0,0,0,0,0,0
"B15706",2012.2,2,0,56,0,0,57,59,0,0,50,0
"B15706",2013.1,3,0,0,0,0,0,0,58,60,0,46
"B15706",2013.2,3,0,0,0,0,0,0,0,0,0,66
"B15785",2010.2,1,70,0,71,74,0,0,0,0,0,0
"B15785",2011.1,2,0,73,0,0,78,58,0,0,25,0
"B15785",2011.2,2,0,0,0,0,0,0,0,0,70,0
"B15785",2012.1,3,0,0,0,0,0,0,36,41,0,200
"B15785",2012.2,3,0,0,0,0,0,0,66,54,0,0
"B15785",2013.1,3,0,0,0,0,0,0,0,0,0,59
"B15842",2014.1,1,84,0,84,84,0,0,0,0,0,0
"B15895",2013.2,1,200,0,200,200,0,0,0,0,0,0
"B15919",2008.2,1,76,0,90,91,0,0,0,0,0,0
"B15919",2009.1,2,0,93,0,0,89,77,0,0,75,0
"B15919",2009.2,3,0,0,0,0,0,0,72,89,0,72
"B15922",2011.1,1,53,0,52,76,0,0,0,0,0,0
"B15922",2011.2,2,0,34,0,0,38,50,0,0,60,0
"B15922",2012.1,2,0,200,0,0,30,0,0,0,0,0
"B15922",2012.1,3,0,0,0,0,0,0,0,0,0,19
"B15967",2014.1,1,59,0,59,80,0,0,0,0,0,0
"B15969",2010.1,1,62,0,70,81,0,0,0,0,0,0
"B15969",2010.2,2,0,76,0,0,85,60,0,0,0,0
"B15969",2011.1,2,0,0,0,0,0,0,0,0,88,0
"B15969",2011.2,3,0,0,0,0,0,0,66,60,0,71
"B15975",2010.2,1,71,0,73,75,0,0,0,0,0,0
"B15975",2011.1,2,0,84,0,0,78,73,0,0,78,0
"B15975",2011.2,3,0,0,0,0,0,0,70,78,0,77
"B15976",2009.2,1,61,0,70,71,0,0,0,0,0,0
"B15976",2010.1,2,0,67,0,0,42,0,0,0,50,0
"B15976",2010.2,2,0,0,0,0,75,0,0,0,0,0
"B16054",2011.2,1,86,0,87,74,0,0,0,0,0,0
"B16054",2012.1,2,0,80,0,0,66,79,0,0,70,0
"B16054",2012.2,3,0,0,0,0,0,0,77,75,0,0
"B16054",2013.1,3,0,0,0,0,0,0,0,0,0,70
"B16055",2012.1,1,200,0,200,200,0,0,0,0,0,0
"B16072",2005.2,1,35,0,34,89,0,0,0,0,0,0
"B16072",2006.1,1,60,0,60,0,0,0,0,0,0,0
"B16072",2006.2,2,0,54,0,0,70,52,0,0,50,0
"B16072",2007.1,3,0,0,0,0,0,0,65,77,0,31
"B16072",2007.2,3,0,0,0,0,0,0,0,0,0,32
"B16072",2008.1,3,0,0,0,0,0,0,0,0,0,50
"B16076",2006.2,1,80,0,83,87,0,0,0,0,0,0
"B16076",2007.1,2,0,95,0,0,83,0,0,0,81,0
"B16076",2007.2,3,0,0,0,0,0,0,73,80,0,47
"B16076",2008.1,3,0,0,0,0,0,0,0,0,0,88
"B16078",2013.2,1,200,0,200,200,0,0,0,0,0,0
"B16101",2010.1,1,89,0,89,57,0,0,0,0,0,0
"B16101",2010.2,2,0,72,0,0,70,0,0,0,0,0
"B16101",2011.1,2,0,0,0,0,0,200,0,0,53,0
"B16146",2011.2,2,0,62,0,0,19,0,0,0,0,0
"B16146",2012.1,2,0,0,0,0,52,57,0,0,73,0
"B16158",2007.1,1,81,0,85,91,0,0,0,0,0,0
"B16158",2007.2,2,0,91,0,0,89,72,0,0,78,0
"B16158",2008.1,3,0,0,0,0,0,0,60,87,0,70
"B16159",2004.1,1,86,0,80,88,0,0,0,0,0,0
"B16159",2004.2,2,0,72,0,0,89,80,0,0,70,0
"B16159",2005.1,3,0,0,0,0,0,0,84,80,0,80
"B16162",2002.1,1,90,0,94,86,0,0,0,0,0,0
"B16162",2002.2,2,0,75,0,0,88,65,0,0,94,0
"B16162",2003.1,3,0,0,0,0,0,0,71,72,0,59
"B16164",2003.1,1,75,0,88,88,0,0,0,0,0,0
"B16164",2003.2,2,0,82,0,0,89,89,0,0,75,0
"B16164",2004.1,3,0,0,0,0,0,0,78,81,0,74
"B16168",2004.2,1,79,0,70,83,0,0,0,0,0,0
"B16168",2005.1,2,0,73,0,0,86,70,0,0,66,0
"B16168",2005.2,3,0,0,0,0,0,0,72,78,0,70
"B16170",2008.2,1,83,0,89,82,0,0,0,0,0,0
"B16170",2009.1,2,0,93,0,0,90,77,0,0,81,0
"B16170",2009.2,3,0,0,0,0,0,0,74,89,0,74
"B16171",2002.2,1,94,0,99,92,0,0,0,0,0,0
"B16171",2003.1,2,0,70,0,0,88,70,0,0,74,0
"B16171",2003.2,3,0,0,0,0,0,0,70,77,0,78
"B16173",2003.2,1,51,0,72,70,0,0,0,0,0,0
"B16173",2004.1,2,0,28,0,0,42,0,0,0,57,0
"B16173",2004.2,2,0,41,0,0,67,41,0,0,0,0
"B16173",2007.1,2,0,77,0,0,0,39,0,0,0,0
"B16173",2007.2,2,0,0,0,0,0,77,0,0,0,0
"B16173",2007.2,3,0,0,0,0,0,0,75,76,0,0
"B16173",2008.1,3,0,0,0,0,0,0,0,0,0,200
"B16173",2009.1,3,0,0,0,0,0,0,0,0,0,50
"B16258",2014.1,1,85,0,85,78,0,0,0,0,0,0
"B16263",2011.2,1,83,0,85,76,0,0,0,0,0,0
"B16263",2012.1,2,0,75,0,0,72,81,0,0,94,0
"B16263",2012.2,3,0,0,0,0,0,0,78,84,0,0
"B16263",2013.1,3,0,0,0,0,0,0,0,0,0,50
"B16264",2009.2,1,65,0,77,63,0,0,0,0,0,0
"B16264",2010.1,2,0,77,0,0,90,28,0,0,55,0
"B16264",2010.2,2,0,0,0,0,0,54,0,0,0,0
"B16264",2011.1,3,0,0,0,0,0,0,51,72,0,51
"B16265",2013.2,1,81,0,81,0,0,0,0,0,0,0
"B16265",2014.1,2,0,80,0,0,84,64,0,0,77,0
"B16281",2005.1,1,79,0,70,80,0,0,0,0,0,0
"B16281",2005.2,2,0,84,0,0,96,75,0,0,74,0
"B16281",2006.1,3,0,0,0,0,0,0,50,97,0,74
"B16283",2009.1,1,89,0,98,98,0,0,0,0,0,0
"B16283",2009.2,2,0,93,0,0,91,80,0,0,98,0
"B16283",2010.1,3,0,0,0,0,0,0,85,93,0,94
"B16284",2006.1,1,98,0,91,93,0,0,0,0,0,0
"B16284",2006.2,2,0,88,0,0,88,80,0,0,70,0
"B16284",2007.1,3,0,0,0,0,0,0,93,95,0,86
"B16287",2010.2,1,77,0,78,56,0,0,0,0,0,0
"B16287",2011.1,2,0,200,0,0,200,200,0,0,200,0
"B16288",2012.2,1,96,0,96,95,0,0,0,0,0,0
"B16288",2013.1,2,0,86,0,0,87,89,0,0,88,0
"B16288",2013.2,3,0,0,0,0,0,0,90,84,0,83
"B16289",2013.2,1,35,0,35,200,0,0,0,0,0,0
"B16289",2014.1,1,81,0,81,61,0,0,0,0,0,0
"B16289",2014.1,2,0,0,0,0,0,45,0,0,0,0
"B1635",2014.1,1,38,0,38,66,0,0,0,0,0,0
"B16363",2007.2,1,200,0,200,200,0,0,0,0,0,0
"B16389",2011.1,1,58,0,59,72,0,0,0,0,0,0
"B16389",2011.2,2,0,50,0,0,50,55,0,0,82,0
"B16389",2012.1,3,0,0,0,0,0,0,52,50,0,54
"B16391",2012.1,1,80,0,81,85,0,0,0,0,0,0
"B16391",2012.2,2,0,21,0,0,23,0,0,0,200,0
"B16398",2013.2,1,64,0,64,83,0,0,0,0,0,0
"B16398",2014.1,2,0,78,0,0,81,67,0,0,80,0
"B1645",2003.2,1,45,0,36,82,0,0,0,0,0,0
"B1645",2004.1,1,83,0,83,0,0,0,0,0,0,0
"B1645",2004.2,2,0,73,0,0,75,70,0,0,75,0
"B1645",2005.1,3,0,0,0,0,0,0,77,76,0,60
"B16452",2010.2,1,41,0,33,50,0,0,0,0,0,0
"B16452",2011.1,1,31,0,28,0,0,0,0,0,0,0
"B16452",2011.2,1,50,0,50,0,0,0,0,0,0,0
"B16452",2012.1,2,0,14,0,0,17,42,0,0,58,0
"B16452",2012.2,2,0,0,0,0,0,39,0,0,0,0
"B16452",2013.1,2,0,200,0,0,200,0,0,0,0,0
"B16452",2013.2,2,0,52,0,0,57,0,0,0,0,0
"B16452",2014.1,2,0,0,0,0,0,43,0,0,0,0
"B16452",2014.1,3,0,0,0,0,0,0,8,200,0,0
"B16453",2011.2,1,77,0,79,88,0,0,0,0,0,0
"B16453",2012.1,2,0,71,0,0,78,0,0,0,23,0
"B16453",2012.2,2,0,0,0,0,0,58,0,0,58,0
"B16453",2013.1,3,0,0,0,0,0,0,200,200,0,5
"B16453",2014.1,3,0,0,0,0,0,0,200,0,0,200
"B16466",2010.1,1,200,0,200,200,0,0,0,0,0,0
"B16470",2011.1,1,90,0,93,100,0,0,0,0,0,0
"B16470",2011.2,2,0,88,0,0,78,89,0,0,85,0
"B16470",2012.1,3,0,0,0,0,0,0,88,83,0,0
"B16470",2012.2,3,0,0,0,0,0,0,0,0,0,98
"B16473",2005.2,1,60,0,55,89,0,0,0,0,0,0
"B16473",2006.1,2,0,70,0,0,83,70,0,0,73,0
"B16473",2006.2,3,0,0,0,0,0,0,77,81,0,74
"B16475",2012.1,1,75,0,75,74,0,0,0,0,0,0
"B16475",2012.2,2,0,50,0,0,35,32,0,0,50,0
"B16475",2013.1,2,0,0,0,0,74,55,0,0,0,0
"B16475",2013.2,3,0,0,0,0,0,0,17,200,0,14
"B16475",2014.1,3,0,0,0,0,0,0,61,74,0,0
"B16477",2009.1,1,50,0,71,70,0,0,0,0,0,0
"B16477",2010.1,2,0,72,0,0,80,74,0,0,79,0
