"Matricula","Periodo","Periodo_Curso","P1","P2","LP1","IC","LP2","Discreta","Eda","Leda","Grafos","TC"
"B3467",2010.2,1,0,0,88,0,0,0,0,0,0,0
"B3467",2011.1,2,0,94,0,0,87,90,0,0,100,0
"B3467",2011.2,3,0,0,0,0,0,0,87,92,0,93
"B3470",2012.1,1,55,0,55,73,0,0,0,0,0,0
"B3470",2012.2,2,0,72,0,0,63,62,0,0,70,0
"B3470",2013.1,3,0,0,0,0,0,0,67,70,0,0
"B3470",2013.2,3,0,0,0,0,0,0,0,0,0,200
"B3472",2010.2,1,89,0,92,88,0,0,0,0,0,0
"B3472",2011.1,2,0,91,0,0,90,72,0,0,88,0
"B3472",2011.2,3,0,0,0,0,0,0,81,88,0,82
"B3555",2013.1,1,58,0,58,72,0,0,0,0,0,0
"B3555",2013.2,2,0,21,0,0,200,8,0,0,32,0
"B3556",2013.1,1,200,0,200,29,0,0,0,0,0,0
"B3556",2013.2,1,200,0,200,0,0,0,0,0,0,0
"B3569",2005.2,1,200,0,200,200,0,0,0,0,0,0
"B3570",2006.2,1,73,0,70,0,0,0,0,0,0,0
"B3570",2007.1,2,0,95,0,0,77,0,0,0,0,0
"B3570",2007.1,3,0,0,0,0,0,0,0,0,0,76
"B3570",2007.2,3,0,0,0,0,0,0,83,90,0,0
"B3600",2010.1,1,48,0,43,75,0,0,0,0,0,0
"B3600",2010.2,1,70,0,73,0,0,0,0,0,0,0
"B3652",2012.1,1,88,0,89,78,0,0,0,0,0,0
"B3652",2012.2,2,0,70,0,0,79,73,0,0,76,0
"B3652",2013.1,3,0,0,0,0,0,0,71,75,0,65
"B3654",2011.2,1,58,0,58,77,0,0,0,0,0,0
"B3654",2012.1,2,0,200,0,0,200,200,0,0,18,0
"B3662",2012.2,1,74,0,74,70,0,0,0,0,0,0
"B3662",2013.1,2,0,200,0,0,200,0,0,0,73,0
"B3662",2013.2,2,0,200,0,0,200,39,0,0,0,0
"B3671",2007.1,1,91,0,94,95,0,0,0,0,0,0
"B3671",2007.2,2,0,95,0,0,89,80,0,0,84,0
"B3671",2008.1,3,0,0,0,0,0,0,76,83,0,68
"B3672",2004.1,1,92,0,93,92,0,0,0,0,0,0
"B3672",2004.2,2,0,84,0,0,82,92,0,0,93,0
"B3672",2005.1,3,0,0,0,0,0,0,94,93,0,71
"B3676",2008.1,1,200,0,200,200,0,0,0,0,0,0
"B3677",2003.1,1,80,0,88,95,0,0,0,0,0,0
"B3677",2003.2,2,0,77,0,0,84,74,0,0,92,0
"B3677",2004.1,3,0,0,0,0,0,0,74,82,0,88
"B3678",2013.1,1,66,0,66,82,0,0,0,0,0,0
"B3678",2013.2,2,0,26,0,0,36,35,0,0,36,0
"B3678",2014.1,2,0,79,0,0,80,79,0,0,100,0
"B3681",2007.2,1,50,0,54,76,0,0,0,0,0,0
"B3681",2008.1,2,0,85,0,0,96,50,0,0,53,0
"B3681",2008.2,3,0,0,0,0,0,0,57,85,0,31
"B3681",2009.1,3,0,0,0,0,0,0,0,0,0,77
"B3682",2004.2,1,20,0,34,59,0,0,0,0,0,0
"B3682",2005.1,1,61,0,57,0,0,0,0,0,0,0
"B3682",2005.2,2,0,4,0,0,62,200,0,0,50,0
"B3682",2006.1,2,0,29,0,0,0,38,0,0,0,0
"B3682",2006.2,2,0,32,0,0,0,50,0,0,0,0
"B3682",2007.1,2,0,50,0,0,0,0,0,0,0,0
"B3682",2007.1,3,0,0,0,0,0,0,0,0,0,200
"B3682",2007.2,3,0,0,0,0,0,0,200,200,0,200
"B3682",2008.1,3,0,0,0,0,0,0,200,200,0,200
"B3683",2008.2,1,73,0,83,76,0,0,0,0,0,0
"B3683",2009.1,2,0,200,0,0,200,200,0,0,200,0
"B3684",2009.2,1,34,0,19,58,0,0,0,0,0,0
"B3685",2003.2,1,81,0,81,74,0,0,0,0,0,0
"B3685",2004.1,2,0,75,0,0,76,68,0,0,80,0
"B3685",2004.2,3,0,0,0,0,0,0,63,79,0,75
"B3689",2011.2,1,15,0,14,76,0,0,0,0,0,0
"B3689",2012.1,1,33,0,33,0,0,0,0,0,0,0
"B3689",2012.2,1,73,0,73,0,0,0,0,0,0,0
"B3689",2012.2,2,0,0,0,0,0,36,0,0,0,0
"B3689",2013.1,2,0,54,0,0,60,0,0,0,57,0
"B3689",2013.2,2,0,0,0,0,0,34,0,0,0,0
"B3689",2013.2,3,0,0,0,0,0,0,29,200,0,0
"B375",2011.2,1,58,0,58,86,0,0,0,0,0,0
"B375",2012.1,2,0,70,0,0,53,50,0,0,78,0
"B375",2012.2,3,0,0,0,0,0,0,43,38,0,0
"B375",2013.1,3,0,0,0,0,0,0,55,53,0,0
"B375",2013.2,3,0,0,0,0,0,0,0,0,0,15
"B375",2014.1,3,0,0,0,0,0,0,0,0,0,19
"B3777",2011.2,1,68,0,68,71,0,0,0,0,0,0
"B3777",2012.1,2,0,71,0,0,70,0,0,0,73,0
"B3777",2012.2,2,0,0,0,0,0,73,0,0,0,0
"B3777",2012.2,3,0,0,0,0,0,0,70,74,0,0
"B3777",2013.1,3,0,0,0,0,0,0,0,0,0,62
"B3789",2010.1,1,70,0,77,98,0,0,0,0,0,0
"B3789",2010.2,2,0,85,0,0,89,80,0,0,90,0
"B3789",2011.1,3,0,0,0,0,0,0,80,71,0,0
"B3789",2011.2,3,0,0,0,0,0,0,0,0,0,73
"B3793",2005.1,1,79,0,95,85,0,0,0,0,0,0
"B3793",2005.2,2,0,80,0,0,97,80,0,0,70,0
"B3793",2006.1,3,0,0,0,0,0,0,78,93,0,91
"B3798",2006.1,1,81,0,72,83,0,0,0,0,0,0
"B3798",2006.2,2,0,90,0,0,91,68,0,0,60,0
"B3798",2007.1,3,0,0,0,0,0,0,78,87,0,93
"B38",2009.1,1,81,0,86,99,0,0,0,0,0,0
"B38",2009.2,2,0,89,0,0,91,81,0,0,76,0
"B38",2010.1,3,0,0,0,0,0,0,88,89,0,100
"B3802",2010.2,1,30,0,25,50,0,0,0,0,0,0
"B3802",2011.1,1,31,0,29,0,0,0,0,0,0,0
"B3804",2013.2,1,200,0,200,200,0,0,0,0,0,0
"B3909",2012.1,1,46,0,46,59,0,0,0,0,0,0
"B3965",2010.2,1,16,0,11,40,0,0,0,0,0,0
"B3965",2011.1,1,29,0,26,79,0,0,0,0,0,0
"B3965",2011.2,1,87,0,87,0,0,0,0,0,0,0
"B3965",2012.1,2,0,39,0,0,200,0,0,0,55,0
"B3979",2010.1,1,44,0,30,70,0,0,0,0,0,0
"B3979",2010.2,1,87,0,91,0,0,0,0,0,0,0
"B3979",2011.1,2,0,75,0,0,50,70,0,0,73,0
"B3979",2011.2,3,0,0,0,0,0,0,56,54,0,70
"B3981",2011.1,1,70,0,70,80,0,0,0,0,0,0
"B3981",2011.2,2,0,10,0,0,4,38,0,0,200,0
"B3981",2012.1,2,0,56,0,0,40,53,0,0,74,0
"B3981",2012.2,2,0,0,0,0,200,0,0,0,0,0
"B3991",2013.2,1,98,0,98,94,0,0,0,0,0,0
"B3991",2014.1,2,0,88,0,0,89,85,0,0,88,0
"B4043",2011.2,1,29,0,27,77,0,0,0,0,0,0
"B4043",2012.1,1,42,0,42,0,0,0,0,0,0,0
"B4043",2012.2,1,80,0,80,0,0,0,0,0,0,0
"B4043",2013.1,2,0,200,0,0,11,0,0,0,0,0
"B4043",2013.2,2,0,200,0,0,200,200,0,0,73,0
"B4043",2014.1,2,0,200,0,0,200,0,0,0,0,0
"B41",2012.2,1,200,0,200,50,0,0,0,0,0,0
"B41",2013.1,1,77,0,77,0,0,0,0,0,0,0
"B41",2013.1,2,0,0,0,0,0,37,0,0,0,0
"B41",2013.2,2,0,200,0,0,200,200,0,0,0,0
"B4106",2013.1,1,57,0,57,63,0,0,0,0,0,0
"B4106",2013.2,2,0,70,0,0,70,58,0,0,85,0
"B4106",2014.1,3,0,0,0,0,0,0,55,50,0,54
"B4134",2009.2,1,30,0,17,40,0,0,0,0,0,0
"B4134",2010.1,1,30,0,43,50,0,0,0,0,0,0
"B4134",2010.2,1,50,0,50,0,0,0,0,0,0,0
"B4134",2011.1,2,0,5,0,0,4,11,0,0,24,0
"B4179",2014.1,1,84,0,84,81,0,0,0,0,0,0
"B4181",2010.1,1,52,0,37,82,0,0,0,0,0,0
"B4181",2010.2,1,0,0,72,0,0,0,0,0,0,0
"B4181",2011.1,2,0,53,0,0,51,61,0,0,0,0
"B4181",2011.2,3,0,0,0,0,0,0,33,45,0,42
"B4181",2012.1,3,0,0,0,0,0,0,51,41,0,42
"B4181",2012.2,3,0,0,0,0,0,0,0,24,0,200
"B4186",2012.1,1,56,0,57,70,0,0,0,0,0,0
"B4186",2012.2,2,0,200,0,0,200,7,0,0,200,0
"B4189",2009.2,1,54,0,53,70,0,0,0,0,0,0
"B4189",2010.1,2,0,53,0,0,75,33,0,0,71,0
"B4189",2010.2,2,0,0,0,0,0,73,0,0,0,0
"B4189",2011.1,3,0,0,0,0,0,0,50,50,0,50
"B4280",2005.2,1,53,0,76,0,0,0,0,0,0,0
"B4280",2006.1,2,0,68,0,0,85,0,0,0,0,0
"B4280",2006.2,3,0,0,0,0,0,0,54,77,0,51
"B4282",2006.2,1,50,0,54,0,0,0,0,0,0,0
"B4282",2007.1,3,0,0,0,0,0,0,0,0,0,50
"B4282",2007.2,2,0,89,0,0,79,0,0,0,0,0
"B4282",2008.1,3,0,0,0,0,0,0,68,70,0,0
"B4284",2013.2,1,34,0,35,76,0,0,0,0,0,0
"B4284",2014.1,1,56,0,56,0,0,0,0,0,0,0
"B4284",2014.1,2,0,0,0,0,0,15,0,0,0,0
"B43",2013.2,1,79,0,80,82,0,0,0,0,0,0
"B43",2014.1,2,0,81,0,0,83,72,0,0,78,0
"B4322",2010.1,1,55,0,70,81,0,0,0,0,0,0
"B4322",2010.2,2,0,79,0,0,82,76,0,0,58,0
"B4322",2011.1,3,0,0,0,0,0,0,63,51,0,50
"B4335",2010.2,1,28,0,21,54,0,0,0,0,0,0
"B4335",2011.1,1,55,0,55,0,0,0,0,0,0,0
"B4335",2011.2,2,0,200,0,0,200,0,0,0,31,0
"B4335",2012.1,2,0,35,0,0,29,0,0,0,51,0
"B4335",2012.2,2,0,40,0,0,45,27,0,0,0,0
"B4335",2013.1,2,0,54,0,0,51,0,0,0,0,0
"B4335",2013.2,2,0,0,0,0,0,200,0,0,0,0
"B4335",2013.2,3,0,0,0,0,0,0,200,200,0,0
"B4335",2014.1,3,0,0,0,0,0,0,12,200,0,0
"B4365",2011.2,1,200,0,200,0,0,0,0,0,0,0
"B4365",2012.1,1,200,0,200,200,0,0,0,0,0,0
"B4365",2012.2,1,200,0,200,200,0,0,0,0,0,0
"B4366",2012.2,1,200,0,200,200,0,0,0,0,0,0
"B4373",2004.1,1,81,0,88,88,0,0,0,0,0,0
"B4373",2004.2,2,0,70,0,0,79,60,0,0,72,0
"B4373",2005.1,3,0,0,0,0,0,0,72,74,0,69
"B4376",2002.1,1,78,0,93,71,0,0,0,0,0,0
"B4376",2002.2,2,0,61,0,0,84,50,0,0,77,0
"B4376",2003.1,3,0,0,0,0,0,0,78,78,0,52
"B4377",2003.1,1,81,0,90,86,0,0,0,0,0,0
"B4377",2003.2,2,0,80,0,0,88,78,0,0,72,0
"B4377",2004.1,3,0,0,0,0,0,0,71,87,0,74
"B4379",2004.2,1,51,0,72,72,0,0,0,0,0,0
"B4379",2005.1,2,0,65,0,0,84,64,0,0,70,0
"B4379",2005.2,3,0,0,0,0,0,0,82,86,0,81
"B4381",2002.2,1,33,0,46,78,0,0,0,0,0,0
"B4381",2003.1,1,71,0,72,0,0,0,0,0,0,0
"B4381",2003.1,2,0,0,0,0,0,10,0,0,0,0
"B4381",2003.2,2,0,55,0,0,63,74,0,0,58,0
"B4381",2004.1,3,0,0,0,0,0,0,50,70,0,22
"B4381",2004.2,3,0,0,0,0,0,0,0,0,0,59
"B4383",2003.2,1,77,0,80,85,0,0,0,0,0,0
"B4383",2004.1,2,0,76,0,0,81,63,0,0,53,0
"B4383",2004.2,3,0,0,0,0,0,0,70,70,0,70
"B4386",2009.1,1,30,0,56,73,0,0,0,0,0,0
"B4386",2009.2,1,81,0,0,0,0,0,0,0,0,0
"B4386",2009.2,2,0,0,0,0,0,52,0,0,0,0
"B4386",2010.1,2,0,64,0,0,50,0,0,0,83,0
"B4386",2010.2,3,0,0,0,0,0,0,78,74,0,71
"B4471",2011.1,1,33,0,30,50,0,0,0,0,0,0
"B4471",2011.2,1,26,0,25,0,0,0,0,0,0,0
"B4486",2010.1,1,70,0,82,86,0,0,0,0,0,0
"B4486",2010.2,2,0,79,0,0,89,80,0,0,54,0
"B4486",2011.1,3,0,0,0,0,0,0,71,80,0,76
"B4491",2011.1,1,74,0,74,58,0,0,0,0,0,0
"B4491",2011.2,2,0,80,0,0,76,55,0,0,35,0
"B4491",2012.1,2,0,0,0,0,0,0,0,0,85,0
"B4491",2012.2,3,0,0,0,0,0,0,54,62,0,55
"B4497",2005.2,1,29,0,27,58,0,0,0,0,0,0
"B4497",2006.1,1,25,0,29,0,0,0,0,0,0,0
"B451",2008.1,1,79,0,90,73,0,0,0,0,0,0
"B451",2008.2,2,0,79,0,0,94,57,0,0,57,0
"B451",2009.1,3,0,0,0,0,0,0,64,87,0,200
"B451",2009.2,3,0,0,0,0,0,0,0,0,0,22
"B452",2012.1,1,200,0,200,200,0,0,0,0,0,0
"B453",2003.1,1,0,0,60,0,0,0,0,0,0,0
"B4554",2010.2,1,77,0,82,86,0,0,0,0,0,0
"B4554",2011.1,2,0,78,0,0,84,200,0,0,34,0
"B4554",2012.2,2,0,0,0,0,0,200,0,0,0,0
"B4605",2011.1,1,200,0,200,200,0,0,0,0,0,0
"B4616",2013.2,1,36,0,36,52,0,0,0,0,0,0
"B4616",2014.1,1,38,0,38,0,0,0,0,0,0,0
"B4616",2014.1,2,0,0,0,0,0,16,0,0,0,0
"B4663",2010.2,1,81,0,85,71,0,0,0,0,0,0
"B4663",2011.1,2,0,84,0,0,79,50,0,0,78,0
"B4663",2011.2,3,0,0,0,0,0,0,73,80,0,0
"B4663",2012.1,3,0,0,0,0,0,0,0,0,0,54
"B4664",2011.2,1,75,0,76,70,0,0,0,0,0,0
"B4664",2012.1,2,0,53,0,0,61,0,0,0,70,0
"B4664",2012.2,2,0,0,0,0,0,28,0,0,0,0
"B4664",2012.2,3,0,0,0,0,0,0,51,55,0,0
"B4664",2013.1,2,0,0,0,0,0,200,0,0,0,0
"B4664",2013.2,2,0,0,0,0,0,200,0,0,0,0
"B4678",2010.1,1,200,0,200,75,0,0,0,0,0,0
"B4678",2010.2,1,75,0,74,0,0,0,0,0,0,0
"B4683",2005.1,1,57,0,75,82,0,0,0,0,0,0
"B4683",2005.2,2,0,70,0,0,88,66,0,0,64,0
"B4683",2006.1,3,0,0,0,0,0,0,77,83,0,66
"B4689",2010.2,1,53,0,56,84,0,0,0,0,0,0
"B4689",2011.1,2,0,74,0,0,87,51,0,0,87,0
"B4689",2011.2,3,0,0,0,0,0,0,71,78,0,0
"B4695",2013.2,1,200,0,200,200,0,0,0,0,0,0
"B4751",2009.1,1,200,0,200,200,0,0,0,0,0,0
"B4753",2012.2,1,33,0,33,73,0,0,0,0,0,0
"B4753",2013.1,1,91,0,91,0,0,0,0,0,0,0
"B4753",2013.1,2,0,0,0,0,0,53,0,0,0,0
"B4753",2013.2,2,0,79,0,0,78,0,0,0,70,0
"B4753",2014.1,3,0,0,0,0,0,0,65,71,0,42
"B4757",2008.1,1,57,0,67,88,0,0,0,0,0,0
"B4757",2008.2,2,0,66,0,0,78,54,0,0,58,0
"B4757",2009.1,3,0,0,0,0,0,0,7,200,0,27
"B4833",2009.2,1,8,0,11,50,0,0,0,0,0,0
"B4833",2010.1,1,200,0,200,0,0,0,0,0,0,0
"B4833",2010.2,1,27,0,21,0,0,0,0,0,0,0
"B4865",2007.2,1,57,0,60,70,0,0,0,0,0,0
"B4865",2008.1,2,0,79,0,0,94,58,0,0,70,0
"B4865",2008.2,3,0,0,0,0,0,0,55,70,0,56
"B4879",2007.1,1,200,0,31,200,0,0,0,0,0,0
"B4880",2004.1,1,69,0,62,84,0,0,0,0,0,0
"B4880",2004.2,2,0,70,0,0,88,81,0,0,70,0
"B4880",2005.1,3,0,0,0,0,0,0,71,70,0,70
"B4883",2008.1,1,77,0,70,90,0,0,0,0,0,0
"B4883",2008.2,2,0,74,0,0,92,54,0,0,70,0
"B4883",2009.1,3,0,0,0,0,0,0,71,55,0,72
"B4884",2002.1,1,74,0,88,59,0,0,0,0,0,0
"B4884",2002.2,2,0,50,0,0,91,200,0,0,61,0
"B4884",2003.1,3,0,0,0,0,0,0,24,70,0,0
"B4884",2003.2,2,0,0,0,0,0,23,0,0,0,0
"B4884",2003.2,3,0,0,0,0,0,0,39,0,0,0
"B4884",2004.1,2,0,0,0,0,0,57,0,0,0,0
"B4884",2004.1,3,0,0,0,0,0,0,50,0,0,0
"B4884",2004.2,3,0,0,0,0,0,0,0,0,0,61
"B4887",2007.2,1,34,0,43,76,0,0,0,0,0,0
"B4887",2008.1,1,200,0,200,0,0,0,0,0,0,0
"B4887",2008.1,2,0,0,0,0,0,200,0,0,0,0
"B4888",2004.2,1,67,0,61,72,0,0,0,0,0,0
"B4888",2005.1,2,0,57,0,0,43,9,0,0,40,0
"B4888",2005.2,2,0,0,0,0,26,29,0,0,53,0
"B4888",2006.1,2,0,0,0,0,200,200,0,0,0,0
"B4888",2006.1,3,0,0,0,0,0,0,0,0,0,200
"B4888",2006.2,2,0,0,0,0,200,200,0,0,0,0
"B4888",2007.1,2,0,0,0,0,200,200,0,0,0,0
"B4889",2009.2,1,83,0,84,79,0,0,0,0,0,0
"B4889",2010.1,2,0,83,0,0,89,50,0,0,84,0
"B4889",2010.2,3,0,0,0,0,0,0,76,92,0,81
"B4890",2003.2,1,66,0,72,77,0,0,0,0,0,0
"B4890",2004.1,2,0,72,0,0,78,57,0,0,58,0
"B4890",2004.2,3,0,0,0,0,0,0,53,70,0,62
"B4966",2012.1,1,33,0,33,200,0,0,0,0,0,0
"B4966",2012.2,1,200,0,200,15,0,0,0,0,0,0
"B4966",2012.2,2,0,0,0,0,0,2,0,0,0,0
"B4970",2007.1,1,86,0,87,77,0,0,0,0,0,0
"B4970",2007.2,2,0,93,0,0,87,59,0,0,70,0
"B4970",2008.1,3,0,0,0,0,0,0,70,71,0,51
"B4971",2014.1,1,85,0,85,90,0,0,0,0,0,0
"B4975",2011.2,1,65,0,65,85,0,0,0,0,0,0
"B4975",2012.1,2,0,71,0,0,72,0,0,0,13,0
"B4976",2012.2,1,70,0,70,83,0,0,0,0,0,0
"B4976",2013.1,2,0,71,0,0,66,0,0,0,78,0
"B4976",2013.2,2,0,0,0,0,0,44,0,0,0,0
"B4976",2013.2,3,0,0,0,0,0,0,44,200,0,0
"B4976",2014.1,2,0,0,0,0,0,42,0,0,0,0
"B4976",2014.1,3,0,0,0,0,0,0,68,63,0,0
"B4990",2013.1,1,64,0,64,47,0,0,0,0,0,0
"B4990",2013.2,1,0,0,0,70,0,0,0,0,0,0
"B4990",2013.2,2,0,0,0,0,0,9,0,0,0,0
"B4990",2014.1,2,0,200,0,0,200,15,0,0,200,0
"B4994",2011.1,1,200,0,7,200,0,0,0,0,0,0
"B5003",2005.2,1,32,0,35,77,0,0,0,0,0,0
"B5003",2006.1,1,85,0,82,0,0,0,0,0,0,0
"B5003",2006.2,2,0,200,0,0,200,34,0,0,200,0
"B5076",2002.2,1,35,0,38,70,0,0,0,0,0,0
"B5076",2003.1,1,50,0,71,0,0,0,0,0,0,0
"B5076",2003.2,2,0,55,0,0,28,73,0,0,55,0
"B5076",2004.1,2,0,0,0,0,72,0,0,0,0,0
"B5076",2004.1,3,0,0,0,0,0,0,0,0,0,56
"B5076",2004.2,3,0,0,0,0,0,0,55,50,0,0
"B5101",2012.1,1,19,0,200,60,0,0,0,0,0,0
"B5101",2012.2,1,80,0,80,0,0,0,0,0,0,0
"B5101",2013.2,2,0,200,0,0,200,200,0,0,37,0
"B5122",2007.1,1,51,0,53,77,0,0,0,0,0,0
"B5122",2007.2,2,0,58,0,0,70,50,0,0,53,0
"B5122",2008.1,3,0,0,0,0,0,0,51,61,0,0
"B5122",2008.2,3,0,0,0,0,0,0,0,0,0,200
"B5122",2009.1,3,0,0,0,0,0,0,0,0,0,75
"B5125",2008.1,1,78,0,82,84,0,0,0,0,0,0
"B5125",2008.2,2,0,73,0,0,91,70,0,0,80,0
"B5125",2009.1,3,0,0,0,0,0,0,61,80,0,63
"B5126",2002.1,1,93,0,97,94,0,0,0,0,0,0
"B5126",2002.2,2,0,79,0,0,94,72,0,0,91,0
"B5126",2003.1,3,0,0,0,0,0,0,90,92,0,53
"B5127",2013.1,1,28,0,28,70,0,0,0,0,0,0
"B5127",2013.2,1,76,0,76,0,0,0,0,0,0,0
"B5127",2013.2,2,0,0,0,0,0,30,0,0,0,0
"B5127",2014.1,2,0,70,0,0,51,27,0,0,36,0
"B5130",2007.2,1,34,0,46,77,0,0,0,0,0,0
"B5130",2008.1,1,70,0,58,0,0,0,0,0,0,0
"B5130",2008.1,2,0,0,0,0,0,15,0,0,0,0
"B5130",2008.2,2,0,74,0,0,92,65,0,0,77,0
"B5130",2009.1,3,0,0,0,0,0,0,58,75,0,61
"B5131",2004.2,1,60,0,80,82,0,0,0,0,0,0
"B5131",2005.1,2,0,69,0,0,85,0,0,0,0,0
"B5131",2005.2,3,0,0,0,0,0,0,71,79,0,77
"B5132",2008.2,1,74,0,78,90,0,0,0,0,0,0
"B5132",2009.1,2,0,79,0,0,79,60,0,0,63,0
"B5132",2009.2,3,0,0,0,0,0,0,43,58,0,51
"B5132",2010.1,3,0,0,0,0,0,0,70,0,0,0
"B5133",2009.2,1,29,0,27,32,0,0,0,0,0,0
"B5133",2010.1,1,200,0,200,0,0,0,0,0,0,0
"B5134",2003.2,1,200,0,9,70,0,0,0,0,0,0
"B5134",2004.1,1,66,0,71,0,0,0,0,0,0,0
"B5134",2004.2,2,0,39,0,0,75,70,0,0,58,0
"B5134",2005.1,2,0,56,0,0,0,0,0,0,0,0
"B5134",2005.1,3,0,0,0,0,0,0,0,0,0,70
"B5134",2005.2,3,0,0,0,0,0,0,50,51,0,0
"B5260",2014.1,1,200,0,200,59,0,0,0,0,0,0
"B5281",2005.1,1,76,0,81,75,0,0,0,0,0,0
"B5281",2005.2,2,0,64,0,0,88,72,0,0,74,0
"B5281",2006.1,3,0,0,0,0,0,0,79,88,0,83
"B5283",2009.1,1,200,0,200,200,0,0,0,0,0,0
"B5285",2010.2,1,39,0,31,75,0,0,0,0,0,0
"B5285",2011.1,1,56,0,54,0,0,0,0,0,0,0
"B5285",2011.2,2,0,200,0,0,200,2,0,0,70,0
"B5286",2013.2,1,200,0,200,200,0,0,0,0,0,0
"B5339",2006.1,1,51,0,56,87,0,0,0,0,0,0
"B5339",2006.2,2,0,68,0,0,79,35,0,0,69,0
"B5339",2007.1,2,0,0,0,0,0,82,0,0,0,0
"B5339",2007.1,3,0,0,0,0,0,0,63,74,0,0
"B5339",2007.2,3,0,0,0,0,0,0,0,0,0,50
"B5347",2008.1,1,50,0,50,61,0,0,0,0,0,0
"B5347",2008.2,2,0,22,0,0,81,0,0,0,0,0
"B5347",2009.1,2,0,56,0,0,0,42,0,0,39,0
"B5347",2009.2,2,0,0,0,0,0,35,0,0,58,0
"B5347",2010.1,3,0,0,0,0,0,0,200,200,0,0
"B5366",2008.2,1,74,0,77,98,0,0,0,0,0,0
"B5366",2009.1,2,0,82,0,0,83,0,0,0,0,0
"B5366",2009.2,3,0,0,0,0,0,0,53,84,0,73
"B539",2014.1,1,89,0,89,72,0,0,0,0,0,0
"B5401",2011.1,1,28,0,26,64,0,0,0,0,0,0
"B5401",2011.2,1,71,0,71,0,0,0,0,0,0,0
"B5401",2011.2,2,0,0,0,0,0,200,0,0,0,0
"B5401",2012.1,2,0,200,0,0,200,200,0,0,200,0
"B5409",2008.1,1,85,0,91,88,0,0,0,0,0,0
"B5409",2008.2,2,0,84,0,0,95,73,0,0,93,0
"B5409",2009.1,3,0,0,0,0,0,0,69,92,0,70
"B5414",2006.2,1,70,0,71,83,0,0,0,0,0,0
"B5414",2007.1,2,0,80,0,0,90,0,0,0,62,0
"B5414",2007.2,3,0,0,0,0,0,0,74,76,0,40
"B5414",2008.1,3,0,0,0,0,0,0,0,0,0,53
"B5415",2013.2,1,200,0,200,200,0,0,0,0,0,0
"B5487",2010.1,1,85,0,87,91,0,0,0,0,0,0
"B5487",2010.2,2,0,90,0,0,89,85,0,0,79,0
"B5487",2011.1,3,0,0,0,0,0,0,73,98,0,0
"B5487",2011.2,3,0,0,0,0,0,0,0,0,0,89
"B5494",2009.1,1,57,0,71,73,0,0,0,0,0,0
"B5494",2009.2,2,0,64,0,0,76,52,0,0,51,0
"B5494",2010.1,3,0,0,0,0,0,0,54,76,0,74
"B5498",2012.2,1,200,0,200,200,0,0,0,0,0,0
"B5500",2013.2,1,65,0,65,50,0,0,0,0,0,0
"B5500",2014.1,2,0,200,0,0,200,0,0,0,200,0
"B564",2005.2,1,56,0,54,79,0,0,0,0,0,0
"B564",2006.1,2,0,82,0,0,89,50,0,0,50,0
"B564",2006.2,3,0,0,0,0,0,0,72,79,0,83
"B5674",2010.1,1,52,0,52,70,0,0,0,0,0,0
"B5674",2010.2,2,0,63,0,0,52,0,0,0,0,0
"B5674",2011.1,3,0,0,0,0,0,0,30,44,0,50
"B5674",2011.2,3,0,0,0,0,0,0,57,54,0,0
"B5707",2010.1,1,70,0,70,70,0,0,0,0,0,0
"B5707",2010.2,2,0,54,0,0,68,0,0,0,50,0
"B5707",2011.1,2,0,0,0,0,0,84,0,0,0,0
"B5707",2011.1,3,0,0,0,0,0,0,50,50,0,0
"B5707",2011.2,3,0,0,0,0,0,0,0,0,0,63
"B5710",2012.1,1,74,0,74,95,0,0,0,0,0,0
"B5710",2012.2,2,0,80,0,0,75,82,0,0,58,0
"B5710",2013.1,3,0,0,0,0,0,0,71,82,0,73
"B5711",2010.2,1,76,0,79,96,0,0,0,0,0,0
"B5711",2011.1,2,0,73,0,0,67,0,0,0,73,0
"B5711",2011.2,3,0,0,0,0,0,0,50,75,0,0
"B5711",2012.1,2,0,0,0,0,0,73,0,0,0,0
"B5797",2013.2,1,87,0,87,0,0,0,0,0,0,0
"B5797",2014.1,2,0,80,0,0,86,70,0,0,70,0
"B5816",2006.1,1,96,0,98,96,0,0,0,0,0,0
"B5816",2006.2,2,0,83,0,0,85,99,0,0,82,0
"B5816",2007.1,3,0,0,0,0,0,0,94,96,0,84
"B5903",2012.1,1,71,0,71,79,0,0,0,0,0,0
"B5903",2012.2,2,0,200,0,0,200,5,0,0,40,0
"B5903",2013.1,2,0,200,0,0,200,200,0,0,0,0
"B5909",2013.1,1,65,0,65,71,0,0,0,0,0,0
"B5909",2013.2,2,0,79,0,0,75,75,0,0,73,0
"B5909",2014.1,3,0,0,0,0,0,0,70,70,0,81
"B5916",2007.1,1,85,0,88,74,0,0,0,0,0,0
"B5916",2007.2,2,0,90,0,0,83,64,0,0,85,0
"B5916",2008.1,3,0,0,0,0,0,0,70,75,0,0
"B5916",2008.2,3,0,0,0,0,0,0,0,0,0,75
"B5917",2004.1,1,77,0,75,90,0,0,0,0,0,0
"B5917",2004.2,2,0,54,0,0,82,70,0,0,70,0
"B5917",2005.1,3,0,0,0,0,0,0,78,77,0,70
"B5920",2003.1,1,63,0,82,96,0,0,0,0,0,0
"B5920",2003.2,2,0,52,0,0,76,87,0,0,75,0
"B5920",2004.1,3,0,0,0,0,0,0,86,77,0,75
"B5922",2007.2,1,73,0,79,84,0,0,0,0,0,0
